Date,Shift,Component,Defect Type,Temperature,Rejected Qty,Produced Qty,Machine,Sand Moisture (%),Pouring Time (sec),Operator,Cooling Time (min),Mold Hardness,Humidity (%),Inspection Result,Rejection Rate (%),Month,Year
2025-10-21,B,Wheel Hub,Shrinkage,743.0,42,576,M4,7.16,28.44,OP08,65,78,55,Fail,7.29,10.0,2025.0
2025-03-10,A,Brake Drum,Misrun,672.0,6,595,M2,3.19,19.69,OP10,55,78,70,Pass,1.01,3.0,2025.0
2025-08-28,A,Brake Drum,Sand Inclusion,773.0,30,570,M4,5.16,24.35,OP04,24,77,60,Fail,5.26,8.0,2025.0
2025-07-31,C,Wheel Hub,Misrun,761.0,32,1122,M2,3.55,15.7,OP07,27,76,38,Pass,2.85,7.0,2025.0
2026-01-05,B,Brake Drum,Sand Inclusion,767.0,55,538,M2,4.29,28.2,OP10,78,91,61,Fail,10.22,1.0,2026.0
2025-03-12,C,Brake Drum,Cold Shut,999.0,20,891,M4,7.36,10.48,OP01,82,72,47,Pass,2.24,3.0,2025.0
2025-02-21,B,Brake Drum,Cold Shut,758.0,20,840,M1,4.42,28.58,OP17,22,76,65,Fail,2.38,2.0,2025.0
2026-05-10,C,Cylinder Head,Crack,728.0,42,625,M3,6.33,25.76,OP05,56,88,41,Pass,6.72,5.0,2026.0
2025-08-04,A,Cylinder Head,Shrinkage,749.0,39,1187,M4,6.85,20.11,OP13,23,88,50,Pass,3.29,8.0,2025.0
2026-05-14,C,Engine Block,Sand Inclusion,711.0,72,611,M1,4.73,24.71,OP16,50,84,69,Fail,11.78,5.0,2026.0
2025-07-12,A,Cylinder Head,Misrun,681.0,13,520,M5,5.77,10.53,OP14,86,84,55,Pass,2.5,7.0,2025.0
2025-05-15,B,Cylinder Head,Shrinkage,737.0,39,417,M2,3.75,26.68,OP19,32,92,53,Pass,9.35,5.0,2025.0
2025-04-25,B,Wheel Hub,Sand Inclusion,773.0,22,1017,M1,6.63,21.61,OP10,68,68,61,Fail,2.16,4.0,2025.0
2026-04-11,A,Brake Drum,Crack,691.0,15,1183,M4,6.84,12.9,OP09,49,90,36,Fail,1.27,4.0,2026.0
2025-03-11,C,Gear Housing,Shrinkage,680.0,99,896,M1,3.64,28.97,OP11,22,68,73,Fail,11.05,3.0,2025.0
2025-02-15,B,Engine Block,Porosity,768.0,6,962,M3,7.08,27.5,OP13,40,82,38,Pass,0.62,2.0,2025.0
2025-11-16,B,Gear Housing,Cold Shut,734.0,98,1088,M4,6.46,15.2,OP01,24,77,53,Pass,9.01,11.0,2025.0
2025-10-29,B,Cylinder Head,Crack,765.0,48,431,M4,7.08,29.93,OP01,85,82,77,Fail,11.14,10.0,2025.0
2025-10-19,C,Gear Housing,Cold Shut,689.0,80,747,M4,3.34,21.12,OP02,80,71,71,Pass,10.71,10.0,2025.0
2025-11-01,B,Wheel Hub,Sand Inclusion,688.0,26,1085,M4,3.06,17.15,OP04,68,66,70,Fail,2.4,11.0,2025.0
2026-02-25,A,Engine Block,Porosity,717.0,48,639,M3,3.0,22.42,OP08,59,83,67,Fail,7.51,2.0,2026.0
2025-09-09,A,Clutch Plate,Sand Inclusion,704.0,55,662,M1,4.54,27.31,OP10,44,70,40,Fail,8.31,9.0,2025.0
2025-05-03,C,Gear Housing,Misrun,773.0,6,603,M2,6.74,25.94,OP10,76,83,38,Pass,1.0,5.0,2025.0
2025-03-06,B,Cylinder Head,Porosity,731.0,11,603,M4,3.19,19.1,OP09,90,86,68,Pass,1.82,3.0,2025.0
2025-12-18,A,Clutch Plate,Porosity,694.0,36,539,M3,6.62,29.41,OP14,58,77,67,Pass,6.68,12.0,2025.0
2025-04-17,A,Brake Drum,Misrun,692.0,69,1011,M3,5.37,17.61,OP03,65,63,84,Fail,6.82,4.0,2025.0
2025-04-02,C,Engine Block,Shrinkage,774.0,39,418,M4,6.3,17.57,OP16,64,95,54,Fail,9.33,4.0,2025.0
2025-05-22,A,Engine Block,Misrun,704.0,43,927,M2,6.42,11.89,OP06,20,78,54,Fail,4.64,5.0,2025.0
2025-03-02,B,Gear Housing,Porosity,684.0,75,788,M1,4.43,20.15,OP20,58,62,51,Fail,9.52,3.0,2025.0
2025-05-22,A,Engine Block,Crack,699.0,7,416,M5,6.62,30.0,OP01,76,70,63,Pass,1.68,5.0,2025.0
2025-06-30,A,Cylinder Head,Sand Inclusion,757.0,1,731,M2,7.24,30.0,OP06,25,85,69,Fail,0.14,6.0,2025.0
2025-07-07,C,Clutch Plate,Sand Inclusion,670.0,82,1143,M1,4.01,18.21,OP04,57,68,45,Pass,7.17,7.0,2025.0
2025-06-12,A,Engine Block,Cold Shut,771.0,34,785,M4,4.2,17.31,OP10,65,69,50,Fail,4.33,6.0,2025.0
2025-10-29,C,Cylinder Head,Sand Inclusion,730.0,21,423,M4,5.69,20.84,OP02,73,74,41,Fail,4.96,10.0,2025.0
2026-04-08,C,Cylinder Head,Crack,769.0,118,1102,M3,7.38,24.59,OP17,70,71,37,Pass,10.71,4.0,2026.0
2025-08-03,B,Cylinder Head,Sand Inclusion,654.0,19,923,M4,5.9,29.76,OP20,51,86,71,Fail,2.06,8.0,2025.0
2026-01-13,C,Gear Housing,Misrun,681.0,21,725,M3,4.37,26.55,OP17,48,93,45,Pass,2.9,1.0,2026.0
2025-11-01,C,Cylinder Head,Porosity,670.0,48,488,M1,5.85,15.17,OP18,23,75,73,Fail,9.84,11.0,2025.0
2025-07-25,B,Wheel Hub,Crack,705.0,22,505,M2,5.0,24.4,OP18,82,69,76,Fail,4.36,7.0,2025.0
2026-01-20,C,Wheel Hub,Sand Inclusion,730.0,74,929,M5,7.27,17.1,OP03,44,67,44,Pass,7.97,1.0,2026.0
2025-02-28,A,Clutch Plate,Sand Inclusion,754.0,38,776,M5,6.11,23.22,OP14,24,91,84,Pass,4.9,2.0,2025.0
2025-01-24,B,Brake Drum,Shrinkage,657.0,0,715,M1,3.11,14.49,OP14,71,68,64,Pass,0.0,1.0,2025.0
2026-04-05,B,Clutch Plate,Crack,776.0,56,486,M2,7.36,15.49,OP13,75,75,79,Fail,11.52,4.0,2026.0
2025-12-08,C,Engine Block,Misrun,730.0,81,905,M1,3.58,21.06,OP18,23,74,81,Pass,8.95,12.0,2025.0
2026-01-23,A,Cylinder Head,Cold Shut,760.0,73,1127,M4,7.17,16.63,OP01,51,91,46,Fail,6.48,1.0,2026.0
2026-04-04,B,Engine Block,Cold Shut,703.0,68,797,M3,6.3,18.23,OP07,87,84,54,Fail,8.53,4.0,2026.0
2025-05-13,C,Gear Housing,Crack,723.0,27,980,M5,6.14,10.13,OP03,31,80,53,Pass,2.76,5.0,2025.0
2025-02-01,B,Brake Drum,Shrinkage,764.0,16,1198,M1,7.28,29.81,OP13,67,88,64,Fail,1.34,2.0,2025.0
2025-08-15,B,Gear Housing,Cold Shut,763.0,66,913,M1,4.3,15.24,OP08,66,66,83,Pass,7.23,8.0,2025.0
2026-01-05,A,Brake Drum,Cold Shut,668.0,26,748,M5,7.09,28.13,OP01,43,78,50,Pass,3.48,1.0,2026.0
2025-01-05,C,Clutch Plate,Crack,663.0,79,1164,M2,6.08,28.27,OP13,67,84,76,Fail,6.79,1.0,2025.0
2026-01-30,C,Brake Drum,Crack,754.0,45,471,M1,5.41,27.76,OP06,79,85,69,Pass,9.55,1.0,2026.0
2025-03-20,B,Wheel Hub,Shrinkage,656.0,3,557,M4,4.72,15.81,OP06,90,86,50,Fail,0.54,3.0,2025.0
2025-07-15,B,Clutch Plate,Crack,716.0,13,972,M3,6.69,13.83,OP12,34,95,56,Pass,1.34,7.0,2025.0
2025-07-05,C,Clutch Plate,Crack,689.0,74,639,M2,3.92,12.74,OP05,56,84,62,Pass,11.58,7.0,2025.0
2025-12-26,A,Brake Drum,Sand Inclusion,721.0,13,470,M3,4.61,18.49,OP18,87,70,82,Pass,2.77,12.0,2025.0
2025-04-30,B,Brake Drum,Misrun,656.0,52,551,M1,5.54,13.47,OP13,45,69,55,Pass,9.44,4.0,2025.0
2025-02-17,A,Engine Block,Misrun,729.0,19,802,M3,4.26,21.58,OP16,65,76,37,Fail,2.37,2.0,2025.0
2025-02-22,B,Clutch Plate,Cold Shut,757.0,11,534,M4,3.66,28.11,OP10,49,80,76,Fail,2.06,2.0,2025.0
2025-08-18,B,Clutch Plate,Crack,697.0,40,488,M1,4.23,14.52,OP05,65,67,35,Pass,8.2,8.0,2025.0
2026-03-23,C,Cylinder Head,Shrinkage,766.0,49,516,M3,6.12,15.85,OP16,81,93,78,Pass,9.5,3.0,2026.0
2026-01-17,C,Gear Housing,Cold Shut,682.0,88,1133,M5,5.31,21.99,OP10,72,70,40,Fail,7.77,1.0,2026.0
2025-06-06,A,Brake Drum,Shrinkage,697.0,69,1130,M4,5.02,26.85,OP11,63,88,61,Fail,6.11,6.0,2025.0
2025-10-05,C,Gear Housing,Shrinkage,761.0,84,865,M3,6.05,26.14,OP03,79,79,68,Fail,9.71,10.0,2025.0
2025-06-29,C,Cylinder Head,Porosity,769.0,33,776,M3,3.2,20.21,OP11,26,87,65,Pass,4.25,6.0,2025.0
2025-10-24,C,Wheel Hub,Sand Inclusion,670.0,20,991,M2,6.2,15.71,OP12,74,75,66,Pass,2.02,10.0,2025.0
2025-11-21,C,Wheel Hub,Crack,689.0,95,854,M1,3.32,12.13,OP18,65,60,52,Fail,11.12,11.0,2025.0
2025-10-01,C,Clutch Plate,Crack,673.0,90,1086,M5,4.5,26.09,OP08,51,71,35,Fail,8.29,10.0,2025.0
2026-05-06,C,Brake Drum,Sand Inclusion,730.0,48,718,M2,7.26,14.62,OP06,54,82,69,Fail,6.69,5.0,2026.0
2026-04-22,B,Clutch Plate,Cold Shut,762.0,26,1075,M3,5.39,15.29,OP16,50,67,47,Fail,2.42,4.0,2026.0
2026-03-31,C,Engine Block,Misrun,690.0,32,599,M2,5.18,29.25,OP09,56,86,78,Fail,5.34,3.0,2026.0
2025-05-27,A,Wheel Hub,Shrinkage,771.0,37,1095,M3,4.45,15.02,OP04,90,81,64,Fail,3.38,5.0,2025.0
2026-01-19,C,Gear Housing,Misrun,726.0,1,410,M1,4.63,19.5,OP17,68,85,35,Pass,0.24,1.0,2026.0
2025-03-27,C,Wheel Hub,Misrun,670.0,57,957,M2,6.31,17.42,OP04,74,91,50,Pass,5.96,3.0,2025.0
2026-01-06,C,Wheel Hub,Crack,663.0,36,555,M3,5.88,25.62,OP14,81,83,36,Pass,6.49,1.0,2026.0
2025-07-20,B,Wheel Hub,Porosity,720.0,23,426,M5,4.62,29.76,OP17,62,74,48,Fail,5.4,7.0,2025.0
2026-04-28,B,Brake Drum,Misrun,779.0,7,646,M4,3.12,13.22,OP01,58,61,68,Pass,1.08,4.0,2026.0
2026-01-25,A,Engine Block,Shrinkage,658.0,36,587,M4,5.87,19.08,OP03,34,83,77,Fail,6.13,1.0,2026.0
2025-06-08,A,Wheel Hub,Misrun,682.0,85,736,M3,7.4,14.52,OP15,75,67,83,Fail,11.55,6.0,2025.0
2026-01-11,C,Cylinder Head,Porosity,768.0,70,1139,M3,5.08,19.05,OP03,88,70,72,Fail,6.15,1.0,2026.0
2025-03-15,C,Clutch Plate,Misrun,685.0,12,902,M1,3.52,12.79,OP12,71,84,38,Pass,1.33,3.0,2025.0
2025-02-21,B,Brake Drum,Cold Shut,745.0,1,874,M3,6.56,23.91,OP11,56,92,84,Fail,0.11,2.0,2025.0
2026-03-04,A,Clutch Plate,Misrun,768.0,28,854,M3,4.55,29.07,OP03,77,76,67,Fail,3.28,3.0,2026.0
2025-05-31,B,Brake Drum,Cold Shut,778.0,43,725,M4,3.68,12.59,OP11,44,71,69,Pass,5.93,5.0,2025.0
2025-10-25,A,Wheel Hub,Cold Shut,684.0,50,939,M5,4.54,16.64,OP06,28,84,74,Fail,5.32,10.0,2025.0
2025-06-23,B,Gear Housing,Crack,736.0,21,1175,M2,3.29,13.97,OP17,53,79,44,Pass,1.79,6.0,2025.0
2026-03-04,A,Cylinder Head,Misrun,776.0,27,1153,M2,6.2,21.53,OP14,39,65,53,Pass,2.34,3.0,2026.0
2025-03-30,A,Clutch Plate,Porosity,663.0,59,760,M4,3.31,28.47,OP08,69,94,48,Fail,7.76,3.0,2025.0
2025-10-16,A,Wheel Hub,Cold Shut,656.0,48,1144,M1,3.8,29.24,OP08,37,83,47,Fail,4.2,10.0,2025.0
2026-01-27,C,Wheel Hub,Shrinkage,999.0,15,735,M4,7.08,12.57,OP12,51,78,41,Fail,2.04,1.0,2026.0
2026-05-13,A,Cylinder Head,Shrinkage,779.0,6,978,M5,4.07,21.38,OP09,82,66,65,Pass,0.61,5.0,2026.0
2025-06-29,C,Engine Block,Crack,734.0,23,561,M1,6.42,18.81,OP11,60,94,60,Pass,4.1,6.0,2025.0
2025-04-04,A,Wheel Hub,Porosity,697.0,47,613,M3,5.44,23.01,OP14,54,66,39,Pass,7.67,4.0,2025.0
2025-07-27,A,Wheel Hub,Sand Inclusion,749.0,40,834,M2,6.04,17.75,OP02,29,86,79,Fail,4.8,7.0,2025.0
2026-01-06,A,Gear Housing,Sand Inclusion,698.0,25,754,M4,3.69,10.92,OP13,52,74,67,Pass,3.32,1.0,2026.0
2026-04-09,C,Clutch Plate,Shrinkage,772.0,77,753,M2,5.01,12.24,OP08,58,60,35,Pass,10.23,4.0,2026.0
2025-08-11,A,Brake Drum,Misrun,664.0,32,446,M2,7.04,10.95,OP10,83,93,58,Pass,7.17,8.0,2025.0
2025-10-28,A,Gear Housing,Misrun,777.0,69,908,M2,3.21,18.13,OP19,81,81,46,Pass,7.6,10.0,2025.0
2026-01-06,B,Wheel Hub,Shrinkage,746.0,105,1083,M1,6.82,10.18,OP18,79,92,69,Fail,9.7,1.0,2026.0
2025-10-07,C,Cylinder Head,Shrinkage,675.0,65,990,M4,5.22,27.18,OP13,24,95,44,Pass,6.57,10.0,2025.0
2025-02-01,C,Engine Block,Shrinkage,720.0,63,634,M4,3.82,22.26,OP04,31,95,76,Pass,9.94,2.0,2025.0
2025-06-14,B,Clutch Plate,Porosity,764.0,11,1155,M3,3.58,12.78,OP08,48,90,69,Pass,0.95,6.0,2025.0
2025-10-23,C,Clutch Plate,Cold Shut,657.0,35,554,M3,3.88,25.67,OP07,84,95,45,Fail,6.32,10.0,2025.0
2026-02-08,A,Brake Drum,Porosity,669.0,120,1083,M1,5.26,22.73,OP12,22,94,81,Pass,11.08,2.0,2026.0
2025-07-26,A,Wheel Hub,Shrinkage,689.0,26,1173,M1,4.1,23.72,OP06,34,90,80,Pass,2.22,7.0,2025.0
2025-02-12,A,Wheel Hub,Shrinkage,653.0,43,727,M3,4.79,26.22,OP15,86,81,38,Pass,5.91,2.0,2025.0
2025-12-24,C,Wheel Hub,Sand Inclusion,714.0,108,1149,M2,6.1,28.7,OP18,88,63,82,Fail,9.4,12.0,2025.0
2025-06-08,B,Cylinder Head,Cold Shut,714.0,4,595,M3,3.24,11.75,OP10,84,86,47,Fail,0.67,6.0,2025.0
2026-05-07,C,Brake Drum,Porosity,723.0,14,839,M4,5.46,10.48,OP10,44,81,43,Pass,1.67,5.0,2026.0
2025-03-26,B,Brake Drum,Crack,765.0,45,1161,M4,6.77,24.57,OP11,32,66,44,Pass,3.88,3.0,2025.0
2026-04-08,A,Cylinder Head,Shrinkage,656.0,109,1175,M5,3.53,26.59,OP05,30,90,43,Fail,9.28,4.0,2026.0
2026-05-15,C,Brake Drum,Cold Shut,666.0,3,933,M4,5.59,14.67,OP10,38,80,69,Fail,0.32,5.0,2026.0
2025-03-19,C,Brake Drum,Crack,707.0,3,806,M1,4.26,23.6,OP01,37,62,61,Fail,0.37,3.0,2025.0
2025-01-07,B,Engine Block,Porosity,709.0,79,1060,M4,4.13,11.57,OP14,55,69,62,Fail,7.45,1.0,2025.0
2025-10-24,A,Engine Block,Cold Shut,703.0,65,576,M1,6.24,24.08,OP08,38,69,38,Pass,11.28,10.0,2025.0
2025-03-29,B,Wheel Hub,Sand Inclusion,777.0,97,997,M5,6.37,14.91,OP09,38,65,66,Pass,9.73,3.0,2025.0
2025-02-28,B,Cylinder Head,Cold Shut,752.0,22,735,M4,5.3,28.1,OP04,35,69,41,Pass,2.99,2.0,2025.0
2026-01-11,C,Engine Block,Shrinkage,745.0,82,799,M4,3.67,10.26,OP04,77,84,72,Pass,10.26,1.0,2026.0
2026-04-21,B,Cylinder Head,Cold Shut,740.0,33,974,M1,5.32,17.89,OP01,31,72,80,Fail,3.39,4.0,2026.0
2025-02-23,A,Brake Drum,Crack,723.0,7,955,M3,5.0,13.95,OP01,24,78,80,Pass,0.73,2.0,2025.0
2026-05-08,A,Cylinder Head,Crack,668.0,50,468,M1,4.92,10.88,OP09,42,87,70,Fail,10.68,5.0,2026.0
2025-12-19,A,Brake Drum,Misrun,660.0,45,886,M1,6.43,27.74,OP17,81,84,50,Pass,5.08,12.0,2025.0
2025-03-26,C,Clutch Plate,Cold Shut,666.0,17,646,M1,5.01,30.0,OP01,20,86,81,Fail,2.63,3.0,2025.0
2025-03-08,C,Gear Housing,Misrun,737.0,46,691,M3,3.54,10.86,OP18,47,82,58,Fail,6.66,3.0,2025.0
2026-01-22,C,Engine Block,Cold Shut,681.0,72,962,M3,5.47,22.61,OP09,56,89,80,Pass,7.48,1.0,2026.0
2026-03-05,C,Cylinder Head,Porosity,750.0,19,978,M2,3.43,15.73,OP12,45,73,57,Fail,1.94,3.0,2026.0
2025-10-24,C,Engine Block,Sand Inclusion,716.894983277592,19,974,M2,4.36,11.84,OP05,43,64,59,Fail,1.95,10.0,2025.0
2026-02-09,B,Gear Housing,Sand Inclusion,753.0,75,1110,M2,7.08,11.78,OP19,62,85,77,Fail,6.76,2.0,2026.0
2026-02-10,B,Cylinder Head,Cold Shut,758.0,30,1181,M4,6.56,10.29,OP07,45,90,38,Pass,2.54,2.0,2026.0
2025-06-08,C,Brake Drum,Sand Inclusion,699.0,8,424,M5,3.52,24.7,OP13,67,78,57,Pass,1.89,6.0,2025.0
2025-08-22,A,Clutch Plate,Shrinkage,769.0,59,1092,M1,7.23,29.86,OP07,69,89,82,Pass,5.4,8.0,2025.0
2025-04-12,B,Cylinder Head,Crack,775.0,14,1187,M2,5.23,11.78,OP10,48,70,73,Pass,1.18,4.0,2025.0
2025-07-22,A,Engine Block,Porosity,685.0,51,574,M3,7.22,11.28,OP18,88,74,43,Fail,8.89,7.0,2025.0
2025-07-24,C,Cylinder Head,Shrinkage,717.0,102,869,M1,4.07,24.76,OP17,83,79,73,Fail,11.74,7.0,2025.0
2025-02-18,B,Engine Block,Shrinkage,759.0,94,1047,M1,3.46,14.67,OP03,46,90,40,Pass,8.98,2.0,2025.0
2026-02-23,B,Wheel Hub,Shrinkage,677.0,96,824,M1,6.49,17.74,OP11,84,94,50,Fail,11.65,2.0,2026.0
2026-01-01,A,Gear Housing,Crack,712.0,1,669,M5,4.57,11.41,OP15,35,79,45,Pass,0.15,1.0,2026.0
2025-10-14,C,Brake Drum,Cold Shut,724.0,29,498,M4,4.89,25.86,OP04,81,80,50,Fail,5.82,10.0,2025.0
2025-07-27,A,Engine Block,Crack,999.0,35,759,M5,3.52,24.2,OP04,62,64,59,Pass,4.61,7.0,2025.0
2025-10-24,C,Cylinder Head,Misrun,665.0,19,406,M1,4.99,19.85,OP12,33,62,51,Pass,4.68,10.0,2025.0
2025-12-24,C,Brake Drum,Crack,728.0,21,550,M1,6.11,27.84,OP03,56,84,62,Pass,3.82,12.0,2025.0
2026-05-03,B,Engine Block,Shrinkage,767.0,53,532,M2,3.32,17.4,OP06,86,82,80,Fail,9.96,5.0,2026.0
2025-01-11,B,Engine Block,Misrun,675.0,84,1089,M3,6.47,12.26,OP04,39,82,45,Pass,7.71,1.0,2025.0
2025-12-19,B,Brake Drum,Sand Inclusion,664.0,88,900,M1,5.36,15.67,OP13,78,75,61,Fail,9.78,12.0,2025.0
2025-04-06,B,Wheel Hub,Porosity,666.0,17,911,M3,6.37,28.35,OP15,36,93,40,Fail,1.87,4.0,2025.0
2025-01-24,A,Brake Drum,Misrun,665.0,0,710,M1,4.94,12.99,OP18,70,67,77,Fail,0.0,1.0,2025.0
2026-03-16,C,Brake Drum,Sand Inclusion,743.0,49,410,M1,3.33,19.02,OP10,25,93,62,Pass,11.95,3.0,2026.0
2025-04-09,B,Gear Housing,Sand Inclusion,701.0,65,570,M2,3.29,16.57,OP05,31,82,63,Pass,11.4,4.0,2025.0
2025-04-20,B,Brake Drum,Misrun,727.0,63,1091,M2,3.44,17.29,OP18,85,84,49,Fail,5.77,4.0,2025.0
2026-03-02,B,Wheel Hub,Misrun,772.0,39,726,M2,6.9,29.21,OP11,23,75,85,Fail,5.37,3.0,2026.0
2025-11-28,A,Gear Housing,Misrun,718.0,99,982,M3,4.45,20.38,OP18,54,73,63,Pass,10.08,11.0,2025.0
2025-04-10,C,Wheel Hub,Crack,711.0,12,911,M3,6.31,22.84,OP04,62,76,78,Fail,1.32,4.0,2025.0
2026-03-26,B,Clutch Plate,Sand Inclusion,687.0,66,655,M4,4.78,29.47,OP03,68,92,40,Pass,10.08,3.0,2026.0
2026-01-21,A,Wheel Hub,Sand Inclusion,676.0,19,904,M3,4.23,21.08,OP19,27,60,47,Fail,2.1,1.0,2026.0
2026-02-13,B,Clutch Plate,Sand Inclusion,752.0,11,1151,M2,5.39,26.42,OP19,75,88,74,Pass,0.96,2.0,2026.0
2026-02-03,C,Engine Block,Cold Shut,731.0,84,821,M2,3.75,28.53,OP06,51,79,78,Pass,10.23,2.0,2026.0
2025-11-12,C,Clutch Plate,Cold Shut,713.0,67,662,M2,4.66,19.7,OP16,24,84,46,Pass,10.12,11.0,2025.0
2026-03-09,C,Gear Housing,Misrun,725.0,48,483,M1,7.1,15.83,OP08,76,90,50,Fail,9.94,3.0,2026.0
2025-11-03,C,Wheel Hub,Shrinkage,659.0,31,938,M5,5.04,23.6,OP01,42,72,70,Pass,3.3,11.0,2025.0
2025-09-01,A,Engine Block,Shrinkage,683.0,29,514,M2,3.64,24.92,OP10,89,61,36,Fail,5.64,9.0,2025.0
2025-06-16,C,Engine Block,Porosity,746.0,66,853,M4,3.0,11.71,OP08,77,85,36,Pass,7.74,6.0,2025.0
2025-02-15,C,Clutch Plate,Sand Inclusion,747.0,28,607,M4,7.5,28.83,OP09,85,74,70,Fail,4.61,2.0,2025.0
2025-08-20,A,Brake Drum,Porosity,743.0,133,1171,M2,7.07,22.26,OP01,27,75,50,Pass,11.36,8.0,2025.0
2025-07-31,C,Engine Block,Porosity,678.0,26,613,M2,6.08,19.41,OP08,66,74,39,Fail,4.24,7.0,2025.0
2026-03-03,C,Cylinder Head,Cold Shut,757.0,41,604,M5,3.44,10.49,OP20,32,72,43,Fail,6.79,3.0,2026.0
2025-08-27,B,Brake Drum,Misrun,741.0,50,976,M5,7.08,18.0,OP12,35,81,61,Pass,5.12,8.0,2025.0
2025-12-27,C,Engine Block,Misrun,682.0,15,581,M4,3.54,18.5,OP01,64,84,79,Fail,2.58,12.0,2025.0
2026-05-10,B,Cylinder Head,Shrinkage,659.0,11,998,M4,3.89,23.97,OP11,66,70,50,Pass,1.1,5.0,2026.0
2026-04-19,B,Cylinder Head,Sand Inclusion,745.0,82,1156,M4,3.56,19.69,OP15,39,90,52,Pass,7.09,4.0,2026.0
2025-05-30,C,Brake Drum,Porosity,725.0,22,544,M5,4.45,25.68,OP19,39,81,77,Pass,4.04,5.0,2025.0
2026-01-04,B,Brake Drum,Crack,682.0,51,736,M5,6.54,20.59,OP08,75,95,63,Pass,6.93,1.0,2026.0
2026-04-18,A,Wheel Hub,Misrun,736.0,70,1132,M2,5.29,22.38,OP18,46,61,78,Fail,6.18,4.0,2026.0
2025-12-04,B,Clutch Plate,Crack,652.0,2,413,M5,6.81,17.04,OP11,67,83,37,Fail,0.48,12.0,2025.0
2025-06-10,A,Engine Block,Cold Shut,702.0,103,919,M5,7.42,17.33,OP20,21,67,70,Fail,11.21,6.0,2025.0
2025-12-14,A,Gear Housing,Shrinkage,653.0,2,523,M1,7.13,10.02,OP19,62,73,51,Pass,0.38,12.0,2025.0
2025-05-20,C,Clutch Plate,Sand Inclusion,765.0,60,702,M2,3.6,23.2,OP05,76,82,37,Pass,8.55,5.0,2025.0
2026-02-01,B,Engine Block,Porosity,757.0,9,404,M1,7.01,13.2,OP04,82,85,53,Fail,2.23,2.0,2026.0
2026-04-13,B,Wheel Hub,Porosity,652.0,93,809,M2,7.27,19.31,OP02,35,73,68,Fail,11.5,4.0,2026.0
2026-02-05,C,Wheel Hub,Misrun,737.0,46,495,M1,4.21,17.69,OP14,58,64,46,Fail,9.29,2.0,2026.0
2026-04-20,A,Wheel Hub,Misrun,771.0,58,762,M1,3.73,20.91,OP10,68,80,79,Fail,7.61,4.0,2026.0
2025-07-15,C,Gear Housing,Crack,699.0,6,501,M5,6.6,18.55,OP05,33,92,58,Fail,1.2,7.0,2025.0
2025-07-07,A,Cylinder Head,Cold Shut,654.0,80,870,M5,3.82,25.75,OP07,42,77,71,Pass,9.2,7.0,2025.0
2025-10-26,B,Cylinder Head,Misrun,662.0,19,638,M3,6.95,24.94,OP06,52,62,71,Pass,2.98,10.0,2025.0
2026-03-22,C,Clutch Plate,Misrun,721.0,44,1007,M4,3.89,25.43,OP13,52,70,74,Fail,4.37,3.0,2026.0
2026-02-13,A,Clutch Plate,Misrun,724.0,9,466,M5,4.33,28.57,OP09,77,89,44,Pass,1.93,2.0,2026.0
2025-04-27,C,Wheel Hub,Crack,738.0,63,857,M5,3.38,14.93,OP17,75,88,57,Fail,7.35,4.0,2025.0
2025-04-08,B,Engine Block,Crack,720.0,49,442,M4,3.07,14.28,OP06,29,94,69,Fail,11.09,4.0,2025.0
2025-01-19,A,Clutch Plate,Cold Shut,759.0,29,566,M2,4.07,20.21,OP16,22,86,79,Fail,5.12,1.0,2025.0
2025-06-22,B,Clutch Plate,Shrinkage,724.0,53,451,M2,6.88,17.55,OP20,90,66,70,Pass,11.75,6.0,2025.0
2025-07-20,B,Clutch Plate,Crack,722.0,58,519,M3,7.3,13.53,OP10,48,94,43,Fail,11.18,7.0,2025.0
2025-09-19,B,Wheel Hub,Crack,770.0,62,1052,M5,4.82,19.28,OP10,84,83,63,Fail,5.89,9.0,2025.0
2025-12-18,A,Cylinder Head,Porosity,659.0,53,804,M1,3.19,20.97,OP07,39,90,73,Fail,6.59,12.0,2025.0
2026-03-30,B,Engine Block,Porosity,768.0,115,1187,M1,5.08,13.54,OP10,49,67,66,Fail,9.69,3.0,2026.0
2026-04-06,A,Clutch Plate,Cold Shut,663.0,83,882,M3,5.95,21.64,OP16,61,80,48,Fail,9.41,4.0,2026.0
2025-01-30,A,Cylinder Head,Sand Inclusion,778.0,139,1181,M1,3.94,28.56,OP09,71,71,74,Fail,11.77,1.0,2025.0
2025-01-08,A,Gear Housing,Crack,724.0,68,658,M4,3.17,22.42,OP17,74,79,76,Pass,10.33,1.0,2025.0
2026-01-13,C,Brake Drum,Sand Inclusion,710.0,27,465,M3,6.04,28.04,OP15,84,93,57,Fail,5.81,1.0,2026.0
2025-07-21,A,Engine Block,Porosity,724.0,27,620,M4,4.98,14.48,OP11,85,79,53,Fail,4.35,7.0,2025.0
2025-02-14,A,Wheel Hub,Shrinkage,667.0,63,727,M1,4.16,22.99,OP01,27,79,78,Fail,8.67,2.0,2025.0
2025-10-03,B,Gear Housing,Crack,654.0,54,503,M1,7.48,18.29,OP01,58,84,35,Fail,10.74,10.0,2025.0
2025-08-04,A,Clutch Plate,Shrinkage,739.0,41,446,M4,3.0,27.34,OP06,41,94,81,Fail,9.19,8.0,2025.0
2026-03-06,B,Gear Housing,Shrinkage,751.0,81,1143,M2,4.63,16.01,OP03,47,85,83,Fail,7.09,3.0,2026.0
